bag_time_ns,data
1669703473876247808,0.224039719
1669703473896690176,0.224000499
1669703473916211712,0.223986283
1669703473938214912,0.220821068
1669703473955663872,0.220679209
1669703473976062464,0.224540308
1669703473997033472,0.224539906
1669703474015910400,0.224555761
1669703474036408064,0.218676984
1669703474056430336,0.218474686
1669703474075919616,0.220409676
1669703474096616192,0.220273599
1669703474116098048,0.220159531
1669703474137922560,0.222575381
1669703474156368896,0.222546786
1669703474175755776,0.220270976
1669703474196901888,0.220156148
1669703474216039424,0.220065132
1669703474236679936,0.220750883
1669703474256350720,0.220677823
1669703474275884288,0.225358039
1669703474296404992,0.225440592
1669703474315504384,0.225540996
1669703474337901056,0.224348232
1669703474356190720,0.224419221
1669703474375789824,0.232153118
1669703474397137152,0.232504576
1669703474415917056,0.232841015
1669703474436643584,0.226957530
1669703474456643328,0.227060422
1669703474476139008,0.234042764
1669703474496606720,0.234453052
1669703474515778048,0.234806359
1669703474538886144,0.233326346
1669703474556038912,0.233603373
1669703474576531712,0.232590869
1669703474595948544,0.232855469
1669703474616274688,0.233020052
1669703474635711744,0.230266288
1669703474656419072,0.230468199
1669703474676042240,0.226456121
1669703474695839232,0.226455495
1669703474716420352,0.226486996
1669703474738326528,0.227314115
1669703474755760640,0.227488935
1669703474776741632,0.223675162
1669703474797123072,0.223531425
1669703474816070144,0.223561451
1669703474836585728,0.224553302
1669703474855730176,0.224654675
1669703474876155904,0.222222269
1669703474895843584,0.221999913
1669703474916205824,0.221958324
1669703474938747648,0.226163626
1669703474955834880,0.226275891
1669703474976657664,0.226003036
1669703474996973312,0.225992590
1669703475015718144,0.226041630
1669703475036591872,0.220875755
1669703475056345088,0.220807880
1669703475075992320,0.221788555
1669703475097449728,0.221649915
1669703475115692544,0.221501634
1669703475138060032,0.221548826
1669703475156396032,0.221530497
1669703475176036096,0.224693954
1669703475196455168,0.224705338
1669703475216554752,0.224626154
1669703475235733248,0.223993853
1669703475255974400,0.223905876
1669703475276163328,0.224252462
1669703475296477184,0.224145144
1669703475315689472,0.224102542
1669703475338483200,0.221251145
1669703475356819712,0.221072301
1669703475376566528,0.225147679
1669703475395847936,0.225123435
1669703475416266496,0.225102723
1669703475435783936,0.221852124
1669703475456643072,0.221722037
1669703475476037120,0.224291608
1669703475496363520,0.224263906
1669703475515988992,0.224211693
1669703475538652416,0.228742853
1669703475555785216,0.228902459
1669703475576599296,0.231178313
1669703475596158976,0.231418177
1669703475616628736,0.231633037
1669703475635868928,0.228382066
1669703475656036608,0.228500202
1669703475676628224,0.231441140
1669703475695888640,0.231657103
1669703475716239616,0.231849700
1669703475738857728,0.226546645
1669703475755859968,0.226569399
1669703475775845120,0.228548586
1669703475796273408,0.228644282
1669703475816660992,0.228703454
1669703475835837952,0.226656780
1669703475856803840,0.226669237
1669703475876017664,0.227962509
1669703475896716288,0.228027448
1669703475916127744,0.228052765
1669703475937925888,0.230553418
1669703475956523008,0.230703697
1669703475976192000,0.224651441
1669703475997035264,0.224569082
1669703476015885056,0.224439561
1669703476036608512,0.236518353
1669703476056103424,0.236879602
1669703476076326144,0.224862769
1669703476096752640,0.224763349
1669703476115727616,0.224605501
1669703476138627840,0.224303007
1669703476156147712,0.224155664
1669703476175927552,0.222376883
1669703476196266496,0.222164452
1669703476215661056,0.221990779
1669703476235940096,0.230354905
1669703476256411392,0.230495885
1669703476275807744,0.224606797
1669703476296494336,0.224490225
1669703476316294400,0.224403396
1669703476338348032,0.222479820
1669703476355934208,0.222314909
1669703476376360704,0.223298654
1669703476395991296,0.223177537
1669703476416541440,0.223063543
1669703476435964928,0.221340895
1669703476456530432,0.221191034
1669703476475665920,0.224085689
1669703476496103424,0.224072471
1669703476516456960,0.224059388
1669703476538299648,0.219590694
1669703476556599296,0.219384596
1669703476576424960,0.226255000
1669703476595943680,0.226343364
1669703476616559872,0.226424858
1669703476635954944,0.224002913
1669703476656446208,0.224019572
1669703476675956480,0.229978547
1669703476696517376,0.230240390
1669703476715732992,0.230493903
1669703476738722560,0.228138611
1669703476756019712,0.228321269
1669703476776052480,0.229299113
1669703476796265216,0.229458198
1669703476815686400,0.229656771
1669703476835956224,0.228205308
1669703476856282624,0.228434697
1669703476876469760,0.239119440
1669703476896177920,0.240041435
1669703476915608064,0.241184115
1669703476937667328,0.240522847
1669703476956306688,0.242191106
1669703476975999232,0.241325766
1669703476997406720,0.243891060
1669703477016184064,0.247036412
1669703477035918080,0.246199936
1669703477056741120,0.250611246
1669703477076229376,0.255669057
1669703477095756032,0.261741519
1669703477116579584,0.268677473
1669703477138166784,0.278616726
1669703477156602368,0.287382632
1669703477176225536,0.298647732
1669703477196594432,0.309255213
1669703477215919104,0.320807725
1669703477236525824,0.334374964
1669703477256220928,0.347955108
1669703477276831232,0.359193414
1669703477295951616,0.374765068
1669703477316161792,0.391365886
1669703477338369280,0.401144952
1669703477355577344,0.419341028
1669703477376427776,0.438526452
1669703477396273408,0.458934128
1669703477416363776,0.480383068
1669703477435985408,0.492785603
1669703477456828672,0.515776575
1669703477477031936,0.549397767
1669703477495793664,0.574669123
1669703477516240896,0.600866377
1669703477538717952,0.620191157
1669703477555626752,0.648080170
1669703477575984640,0.660219133
1669703477597114880,0.689373910
1669703477615809792,0.719404161
1669703477636453120,0.744020760
1669703477655847168,0.775569379
1669703477676681216,0.808319151
1669703477695666688,0.841545284
1669703477716034304,0.875492096
1669703477738800640,0.916896343
1669703477756273152,0.952483892
1669703477775949056,0.992160499
1669703477796300032,1.029245853
1669703477815752960,1.066985011
1669703477836012544,1.107276678
1669703477856252160,1.146376371
1669703477875701760,1.185290575
1669703477896270592,1.225538135
1669703477915812096,1.266369343
1669703477938657024,1.309857130
1669703477955763456,1.351849794
1669703477976660224,1.404373765
1669703477996275712,1.447650909
1669703478015689472,1.491382241
1669703478036214016,1.542110324
1669703478056335104,1.586831450
1669703478076568320,1.625472665
1669703478096050688,1.670729518
1669703478116239872,1.716366768
1669703478138545152,1.766608477
1669703478155762432,1.813008666
1669703478176503296,1.860808611
1669703478196088832,1.907772779
1669703478216391936,1.954961896
1669703478235778304,1.999284267
1669703478256577792,2.046721458
1669703478276184832,2.100167274
1669703478295730432,2.148039579
1669703478315908352,2.196021080
1669703478338304256,2.249767065
1669703478356525056,2.298091173
1669703478376084224,2.343968630
1669703478397109248,2.392384768
1669703478416034048,2.440832615
1669703478435763200,2.484889507
1669703478456662528,2.533247232
1669703478476010752,2.577214479
1669703478496274688,2.625378370
1669703478515865856,2.673478842
1669703478538767104,2.715046644
1669703478556168960,2.762858868
1669703478575959552,2.806644678
1669703478596530688,2.854205132
1669703478616076800,2.901671171
1669703478636473344,2.953174829
1669703478656128768,3.000529766
1669703478676646912,3.054184437
1669703478695852800,3.101434708
1669703478716339712,3.148561001
1669703478737953024,3.195158482
1669703478756512256,3.242018223
1669703478777047552,3.293221951
1669703478795995392,3.339843035
1669703478816744704,3.386295319
1669703478836102144,3.434943199
1669703478856572160,3.481127024
1669703478875697920,3.538239956
1669703478896153856,3.584312916
1669703478916617984,3.630275011
1669703478938050560,3.671569824
1669703478956644608,3.717278481
1669703478975941120,3.755968332
1669703478996893440,3.801511765
1669703479015879168,3.847077131
1669703479036685312,3.892930746
1669703479056178432,3.938570499
1669703479076763392,3.981554270
1669703479096767232,4.027261257
1669703479116339456,4.073040009
1669703479137871872,4.116253853
1669703479156388608,4.162196636
1669703479175993088,4.201044559
1669703479196881408,4.247142315
1669703479215870976,4.293344975
1669703479236328960,4.341913700
1669703479256269568,4.388314724
1669703479276212992,4.434840202
1669703479296443136,4.481377125
1669703479315716864,4.527964115
1669703479338115328,4.574705124
1669703479356737536,4.621393204
1669703479376150016,4.667499065
1669703479395931904,4.714276314
1669703479416110080,4.761091709
1669703479436669952,4.811178207
1669703479456206080,4.858135700
1669703479475624704,4.908124924
1669703479496287232,4.955239773
1669703479515941632,5.002417564
1669703479537442560,5.056953430
1669703479555911168,5.104334831
1669703479576592128,5.159266949
1669703479597285120,5.206836700
1669703479616062720,5.254467487
1669703479635871488,5.317816734
1669703479656595456,5.365717411
1669703479676613632,5.425584793
1669703479695617024,5.473722935
1669703479715980288,5.521922588
1669703479738767104,5.577775478
1669703479756056832,5.626173973
1669703479775845632,5.681574821
1669703479796247808,5.730174541
1669703479815663616,5.778841972
1669703479836229376,5.829987049
1669703479855719936,5.878798962
1669703479876231168,5.934355259
1669703479896709632,5.983317375
1669703479915864064,6.032350063
1669703479938813440,6.090293884
1669703479956268032,6.139582634
1669703479975753472,6.205945492
1669703479996866048,6.255572796
1669703480016513280,6.305299759
1669703480035893248,6.362722397
1669703480056550912,6.412723064
1669703480076059648,6.467533112
1669703480096573440,6.517830849
1669703480115954944,6.568262577
1669703480138776064,6.627329826
1669703480156055808,6.678121090
1669703480176556800,6.735142231
1669703480195819008,6.786246300
1669703480216113408,6.837460041
1669703480235774976,6.900894642
1669703480256068096,6.952445030
1669703480276343552,7.039850235
1669703480295712000,7.091909409
1669703480316362240,7.144072533
1669703480338025984,7.222554684
1669703480356357376,7.275213718
1669703480375895552,7.345280647
1669703480397531392,7.398318291
1669703480415989760,7.451465607
1669703480435718400,7.521337032
1669703480456551936,7.574855804
1669703480475978240,7.641993046
1669703480496306176,7.695857525
1669703480515861504,7.749809742
1669703480538519040,7.836076260
1669703480556740352,7.890412331
1669703480576282368,7.959939957
1669703480596741632,8.014467239
1669703480616327424,8.069010735
1669703480635813120,8.135751724
1669703480656537344,8.190417290
1669703480675975680,8.278131485
1669703480696551168,8.333101273
1669703480715913984,8.388062477
1669703480738731776,8.465675354
1669703480756074752,8.520796776
1669703480775953920,8.583047867
1669703480796425216,8.638146400
1669703480815843328,8.693216324
1669703480836567552,8.749702454
1669703480856487168,8.804718971
1669703480875971072,8.889086723
1669703480896663040,8.944345474
1669703480915911680,8.999588966
1669703480937473024,9.071998596
1669703480955624704,9.127343178
1669703480976335872,9.193709373
1669703480996854016,9.249069214
1669703481016349440,9.304360390
1669703481036147712,9.351159096
1669703481055880704,9.406220436
1669703481076223488,9.481757164
1669703481095797248,9.536869049
1669703481116601088,9.591902733
1669703481138150912,9.660621643
1669703481156235776,9.715598106
1669703481176784640,9.765683174
1669703481196233472,9.820325851
1669703481216630784,9.874800682
1669703481235953408,9.921624184
1669703481256527872,9.975708008
1669703481276224000,10.020438194
1669703481295694080,10.074172974
1669703481316241920,10.127800941
1669703481337012480,10.181336403
1669703481355574016,10.234794617
1669703481376269056,10.282329559
1669703481396120064,10.335596085
1669703481416126720,10.388823509
1669703481436526336,10.442038536
1669703481456081152,10.495255470
1669703481476579328,10.548501968
1669703481495801856,10.601793289
1669703481516536064,10.655124664
1669703481537873664,10.708474159
1669703481556251648,10.761811256
1669703481575817984,10.815136909
1669703481596939520,10.868451118
1669703481616295936,10.921753883
1669703481636675584,10.975049019
1669703481656046080,11.028347969
1669703481676459520,11.081650734
1669703481695867648,11.134962082
1669703481716249344,11.188279152
1669703481737676032,11.241595268
1669703481756161536,11.294896126
1669703481775932672,11.348192215
1669703481796756224,11.401497841
1669703481816155904,11.454823494
1669703481836018688,11.508166313
1669703481856490496,11.561523438
1669703481875989504,0.000000219
1669703481896524544,0.000000033
1669703481915883776,-0.000000065
1669703481937422592,-0.000000113
1669703481955993856,-0.000000236
1669703481976626688,0.000000129
1669703481996616448,0.000000326
1669703482016678144,0.000000253
1669703482036459776,-0.000000029
1669703482056268288,0.000000143
1669703482075887360,0.000000230
1669703482096422400,-0.000000038
1669703482115871744,-0.000000144
1669703482137542656,-0.000000178
1669703482155703552,0.000000131
1669703482176341504,-0.000000027
1669703482196688640,-0.000000328
1669703482216728832,-0.000000284
1669703482236404224,-0.000000041
1669703482255773184,-0.000000532
1669703482276044800,-0.000000758
1669703482296452608,-0.000000609
1669703482316640256,-0.000000050
1669703482336837376,0.000000203
1669703482356633600,0.000000119
1669703482376038144,-0.000000010
1669703482396991488,0.000000270
1669703482416157952,0.000000449
1669703482435654400,0.000000420
1669703482456612864,0.000000603
1669703482475922688,0.000000953
1669703482496430336,0.000000995
1669703482515737600,0.000000890
1669703482537853696,0.000000488
1669703482555994624,0.000000388
1669703482576789760,0.000000371
1669703482596535296,0.000000222
1669703482615664384,-0.000000347
1669703482636458240,0.000000067
1669703482656087808,0.000000193
1669703482676576768,0.000000071
1669703482696034816,-0.000000234
1669703482716615424,-0.000000503
1669703482738245376,-0.000000610
1669703482756704512,-0.000000612
1669703482776947712,-0.000000855
1669703482795845888,-0.000001496
1669703482816598272,-0.000001377
1669703482835717376,-0.000001245
1669703482856172800,-0.000001384
1669703482875626752,-0.000001481
1669703482896070144,-0.000001403
1669703482916490240,-0.000001578
