bag_time_ns,bag_time_utc,data
1671607393780401905,2022-12-21T07:23:13.780401905Z,75
1671607393980308396,2022-12-21T07:23:13.980308396Z,75
1671607394180221168,2022-12-21T07:23:14.180221168Z,75
1671607394380703619,2022-12-21T07:23:14.380703619Z,75
1671607394580002308,2022-12-21T07:23:14.580002308Z,75
1671607394780829433,2022-12-21T07:23:14.780829433Z,75
1671607394981046173,2022-12-21T07:23:14.981046173Z,75
1671607395180730445,2022-12-21T07:23:15.180730445Z,75
1671607395380482419,2022-12-21T07:23:15.380482419Z,75
1671607395580893757,2022-12-21T07:23:15.580893757Z,75
1671607395780383700,2022-12-21T07:23:15.780383700Z,75
1671607395980533884,2022-12-21T07:23:15.980533884Z,75
1671607396180072007,2022-12-21T07:23:16.180072007Z,75
1671607396380515093,2022-12-21T07:23:16.380515093Z,75
1671607396580035993,2022-12-21T07:23:16.580035993Z,75
1671607396780929995,2022-12-21T07:23:16.780929995Z,75
1671607396980975445,2022-12-21T07:23:16.980975445Z,75
1671607397180198916,2022-12-21T07:23:17.180198916Z,75
1671607397380244133,2022-12-21T07:23:17.380244133Z,75
1671607397580684281,2022-12-21T07:23:17.580684281Z,75
1671607397780627212,2022-12-21T07:23:17.780627212Z,75
1671607397980816279,2022-12-21T07:23:17.980816279Z,75
1671607398180860711,2022-12-21T07:23:18.180860711Z,75
1671607398380741642,2022-12-21T07:23:18.380741642Z,75
1671607398580103468,2022-12-21T07:23:18.580103468Z,75
1671607398780654929,2022-12-21T07:23:18.780654929Z,75
1671607398980665856,2022-12-21T07:23:18.980665856Z,75
1671607399181104566,2022-12-21T07:23:19.181104566Z,76
1671607399380637490,2022-12-21T07:23:19.380637490Z,76
1671607399580942172,2022-12-21T07:23:19.580942172Z,75
1671607399780203767,2022-12-21T07:23:19.780203767Z,75
1671607399980710075,2022-12-21T07:23:19.980710075Z,75
1671607400180862054,2022-12-21T07:23:20.180862054Z,75
1671607400380612696,2022-12-21T07:23:20.380612696Z,75
1671607400580303666,2022-12-21T07:23:20.580303666Z,75
1671607400780684368,2022-12-21T07:23:20.780684368Z,75
1671607400980125563,2022-12-21T07:23:20.980125563Z,75
1671607401180985134,2022-12-21T07:23:21.180985134Z,84
1671607401380296438,2022-12-21T07:23:21.380296438Z,99
1671607401580433445,2022-12-21T07:23:21.580433445Z,104
1671607401780534538,2022-12-21T07:23:21.780534538Z,106
1671607401980870200,2022-12-21T07:23:21.980870200Z,106
1671607402180739196,2022-12-21T07:23:22.180739196Z,106
1671607402380904805,2022-12-21T07:23:22.380904805Z,105
1671607402580128457,2022-12-21T07:23:22.580128457Z,105
1671607402780709508,2022-12-21T07:23:22.780709508Z,105
1671607402980660603,2022-12-21T07:23:22.980660603Z,106
1671607403180099155,2022-12-21T07:23:23.180099155Z,106
1671607403380177697,2022-12-21T07:23:23.380177697Z,106
1671607403581083061,2022-12-21T07:23:23.581083061Z,106
1671607403780537503,2022-12-21T07:23:23.780537503Z,106
1671607403980660964,2022-12-21T07:23:23.980660964Z,106
1671607404180187024,2022-12-21T07:23:24.180187024Z,106
1671607404380301636,2022-12-21T07:23:24.380301636Z,107
1671607404580435271,2022-12-21T07:23:24.580435271Z,106
1671607404781072733,2022-12-21T07:23:24.781072733Z,107
1671607404979582475,2022-12-21T07:23:24.979582475Z,107
1671607405179632623,2022-12-21T07:23:25.179632623Z,106
1671607405380791212,2022-12-21T07:23:25.380791212Z,107
1671607405580021839,2022-12-21T07:23:25.580021839Z,107
1671607405780540141,2022-12-21T07:23:25.780540141Z,107
1671607405979329938,2022-12-21T07:23:25.979329938Z,107
1671607406179863322,2022-12-21T07:23:26.179863322Z,106
1671607406379620953,2022-12-21T07:23:26.379620953Z,106
1671607406579937835,2022-12-21T07:23:26.579937835Z,107
1671607406779324859,2022-12-21T07:23:26.779324859Z,106
1671607406979598403,2022-12-21T07:23:26.979598403Z,106
1671607407179732655,2022-12-21T07:23:27.179732655Z,106
1671607407379950959,2022-12-21T07:23:27.379950959Z,106
1671607407579787425,2022-12-21T07:23:27.579787425Z,106
1671607407779202629,2022-12-21T07:23:27.779202629Z,107
1671607407979449333,2022-12-21T07:23:27.979449333Z,106
1671607408179629086,2022-12-21T07:23:28.179629086Z,106
1671607408379409216,2022-12-21T07:23:28.379409216Z,107
1671607408580026332,2022-12-21T07:23:28.580026332Z,107
1671607408779719149,2022-12-21T07:23:28.779719149Z,107
1671607408979414341,2022-12-21T07:23:28.979414341Z,106
1671607409180067031,2022-12-21T07:23:29.180067031Z,106
1671607409379193860,2022-12-21T07:23:29.379193860Z,106
1671607409579892009,2022-12-21T07:23:29.579892009Z,106
1671607409779303534,2022-12-21T07:23:29.779303534Z,106
1671607409980112159,2022-12-21T07:23:29.980112159Z,107
1671607410180033683,2022-12-21T07:23:30.180033683Z,106
1671607410379374616,2022-12-21T07:23:30.379374616Z,106
1671607410579852207,2022-12-21T07:23:30.579852207Z,107
1671607410779902055,2022-12-21T07:23:30.779902055Z,107
1671607410979982995,2022-12-21T07:23:30.979982995Z,107
1671607411179263510,2022-12-21T07:23:31.179263510Z,107
1671607411379740601,2022-12-21T07:23:31.379740601Z,106
1671607411580183017,2022-12-21T07:23:31.580183017Z,106
1671607411779549518,2022-12-21T07:23:31.779549518Z,106
1671607411979662861,2022-12-21T07:23:31.979662861Z,107
1671607412179941500,2022-12-21T07:23:32.179941500Z,107
1671607412379321503,2022-12-21T07:23:32.379321503Z,107
1671607412579255761,2022-12-21T07:23:32.579255761Z,107
1671607412779563924,2022-12-21T07:23:32.779563924Z,106
1671607412979427131,2022-12-21T07:23:32.979427131Z,107
1671607413179479286,2022-12-21T07:23:33.179479286Z,107
1671607413379499444,2022-12-21T07:23:33.379499444Z,106
1671607413579810668,2022-12-21T07:23:33.579810668Z,106
1671607413780168992,2022-12-21T07:23:33.780168992Z,106
1671607413979587393,2022-12-21T07:23:33.979587393Z,106
1671607414180062720,2022-12-21T07:23:34.180062720Z,107
1671607414379962941,2022-12-21T07:23:34.379962941Z,106
1671607414579692194,2022-12-21T07:23:34.579692194Z,106
1671607414780088923,2022-12-21T07:23:34.780088923Z,106
1671607414979063760,2022-12-21T07:23:34.979063760Z,106
1671607415179752220,2022-12-21T07:23:35.179752220Z,106
1671607415379427898,2022-12-21T07:23:35.379427898Z,107
1671607415579101627,2022-12-21T07:23:35.579101627Z,106
1671607415779615361,2022-12-21T07:23:35.779615361Z,107
1671607415979406946,2022-12-21T07:23:35.979406946Z,106
1671607416179731694,2022-12-21T07:23:36.179731694Z,107
1671607416379398201,2022-12-21T07:23:36.379398201Z,106
1671607416579703684,2022-12-21T07:23:36.579703684Z,106
1671607416779535510,2022-12-21T07:23:36.779535510Z,107
1671607416979512245,2022-12-21T07:23:36.979512245Z,107
1671607417178997145,2022-12-21T07:23:37.178997145Z,106
1671607417379476979,2022-12-21T07:23:37.379476979Z,107
1671607417579191580,2022-12-21T07:23:37.579191580Z,107
1671607417779076384,2022-12-21T07:23:37.779076384Z,106
1671607417979627569,2022-12-21T07:23:37.979627569Z,107
1671607418179222591,2022-12-21T07:23:38.179222591Z,107
1671607418379222070,2022-12-21T07:23:38.379222070Z,107
1671607418579212189,2022-12-21T07:23:38.579212189Z,107
1671607418779603025,2022-12-21T07:23:38.779603025Z,106
1671607418979158358,2022-12-21T07:23:38.979158358Z,107
1671607419179089645,2022-12-21T07:23:39.179089645Z,106
1671607419379896566,2022-12-21T07:23:39.379896566Z,107
1671607419579491829,2022-12-21T07:23:39.579491829Z,107
1671607419779086986,2022-12-21T07:23:39.779086986Z,107
1671607419979084824,2022-12-21T07:23:39.979084824Z,107
1671607420179007274,2022-12-21T07:23:40.179007274Z,113
1671607420380096719,2022-12-21T07:23:40.380096719Z,129
1671607420579579387,2022-12-21T07:23:40.579579387Z,145
1671607420780157278,2022-12-21T07:23:40.780157278Z,162
1671607420979730554,2022-12-21T07:23:40.979730554Z,173
1671607421179465013,2022-12-21T07:23:41.179465013Z,177
1671607421379754553,2022-12-21T07:23:41.379754553Z,177
1671607421579735015,2022-12-21T07:23:41.579735015Z,178
1671607421779991314,2022-12-21T07:23:41.779991314Z,178
1671607421979870737,2022-12-21T07:23:41.979870737Z,178
1671607422179468743,2022-12-21T07:23:42.179468743Z,178
1671607422379957848,2022-12-21T07:23:42.379957848Z,177
1671607422579151972,2022-12-21T07:23:42.579151972Z,177
1671607422779539532,2022-12-21T07:23:42.779539532Z,177
1671607422980066497,2022-12-21T07:23:42.980066497Z,177
1671607423179949566,2022-12-21T07:23:43.179949566Z,178
1671607423380012520,2022-12-21T07:23:43.380012520Z,177
1671607423580063396,2022-12-21T07:23:43.580063396Z,177
1671607423779575461,2022-12-21T07:23:43.779575461Z,177
1671607423979799514,2022-12-21T07:23:43.979799514Z,177
1671607424179329157,2022-12-21T07:23:44.179329157Z,177
1671607424379762044,2022-12-21T07:23:44.379762044Z,178
1671607424579364229,2022-12-21T07:23:44.579364229Z,177
1671607424779344284,2022-12-21T07:23:44.779344284Z,177
1671607424979813653,2022-12-21T07:23:44.979813653Z,177
1671607425179614463,2022-12-21T07:23:45.179614463Z,177
1671607425379074729,2022-12-21T07:23:45.379074729Z,177
1671607425579490469,2022-12-21T07:23:45.579490469Z,177
1671607425779103082,2022-12-21T07:23:45.779103082Z,178
1671607425979943932,2022-12-21T07:23:45.979943932Z,177
1671607426179663537,2022-12-21T07:23:46.179663537Z,178
1671607426380131516,2022-12-21T07:23:46.380131516Z,178
1671607426579343071,2022-12-21T07:23:46.579343071Z,178
1671607426780199836,2022-12-21T07:23:46.780199836Z,178
1671607426979935045,2022-12-21T07:23:46.979935045Z,177
1671607427179572198,2022-12-21T07:23:47.179572198Z,178
1671607427379126386,2022-12-21T07:23:47.379126386Z,178
1671607427579924191,2022-12-21T07:23:47.579924191Z,177
1671607427780022239,2022-12-21T07:23:47.780022239Z,177
1671607427979960992,2022-12-21T07:23:47.979960992Z,177
1671607428180008762,2022-12-21T07:23:48.180008762Z,177
1671607428379818426,2022-12-21T07:23:48.379818426Z,177
1671607428579438716,2022-12-21T07:23:48.579438716Z,177
1671607428779562352,2022-12-21T07:23:48.779562352Z,177
1671607428980171953,2022-12-21T07:23:48.980171953Z,177
1671607429179417661,2022-12-21T07:23:49.179417661Z,177
1671607429379267660,2022-12-21T07:23:49.379267660Z,177
1671607429579697461,2022-12-21T07:23:49.579697461Z,177
1671607429779827054,2022-12-21T07:23:49.779827054Z,177
1671607429980095175,2022-12-21T07:23:49.980095175Z,177
1671607430180148954,2022-12-21T07:23:50.180148954Z,177
1671607430379866058,2022-12-21T07:23:50.379866058Z,177
1671607430579842949,2022-12-21T07:23:50.579842949Z,177
1671607430779986130,2022-12-21T07:23:50.779986130Z,177
1671607430979454035,2022-12-21T07:23:50.979454035Z,177
1671607431180001807,2022-12-21T07:23:51.180001807Z,178
1671607431379960026,2022-12-21T07:23:51.379960026Z,177
1671607431579292737,2022-12-21T07:23:51.579292737Z,178
1671607431779782930,2022-12-21T07:23:51.779782930Z,177
1671607431979160031,2022-12-21T07:23:51.979160031Z,177
1671607432179391978,2022-12-21T07:23:52.179391978Z,177
1671607432378856424,2022-12-21T07:23:52.378856424Z,177
1671607432579185097,2022-12-21T07:23:52.579185097Z,178
1671607432779299231,2022-12-21T07:23:52.779299231Z,178
1671607432979197433,2022-12-21T07:23:52.979197433Z,177
1671607433178915725,2022-12-21T07:23:53.178915725Z,178
1671607433378681174,2022-12-21T07:23:53.378681174Z,178
1671607433578338959,2022-12-21T07:23:53.578338959Z,178
1671607433778679729,2022-12-21T07:23:53.778679729Z,178
1671607433978214509,2022-12-21T07:23:53.978214509Z,178
1671607434178260922,2022-12-21T07:23:54.178260922Z,178
1671607434379268191,2022-12-21T07:23:54.379268191Z,178
1671607434578580741,2022-12-21T07:23:54.578580741Z,178
1671607434778793716,2022-12-21T07:23:54.778793716Z,178
1671607434978964781,2022-12-21T07:23:54.978964781Z,178
1671607435178559026,2022-12-21T07:23:55.178559026Z,178
1671607435378595415,2022-12-21T07:23:55.378595415Z,177
1671607435579163946,2022-12-21T07:23:55.579163946Z,177
1671607435779236110,2022-12-21T07:23:55.779236110Z,177
1671607435978763916,2022-12-21T07:23:55.978763916Z,177
1671607436178569119,2022-12-21T07:23:56.178569119Z,178
1671607436378824963,2022-12-21T07:23:56.378824963Z,178
1671607436578483525,2022-12-21T07:23:56.578483525Z,178
1671607436778496634,2022-12-21T07:23:56.778496634Z,178
1671607436978917106,2022-12-21T07:23:56.978917106Z,178
1671607437178713667,2022-12-21T07:23:57.178713667Z,178
1671607437378751187,2022-12-21T07:23:57.378751187Z,177
1671607437578464399,2022-12-21T07:23:57.578464399Z,177
1671607437778543215,2022-12-21T07:23:57.778543215Z,177
1671607437978838453,2022-12-21T07:23:57.978838453Z,177
1671607438179219880,2022-12-21T07:23:58.179219880Z,178
1671607438378978118,2022-12-21T07:23:58.378978118Z,178
1671607438579356750,2022-12-21T07:23:58.579356750Z,177
1671607438778506940,2022-12-21T07:23:58.778506940Z,177
1671607438979146686,2022-12-21T07:23:58.979146686Z,178
1671607439179241455,2022-12-21T07:23:59.179241455Z,178
1671607439378394630,2022-12-21T07:23:59.378394630Z,178
1671607439578363905,2022-12-21T07:23:59.578363905Z,178
1671607439778582365,2022-12-21T07:23:59.778582365Z,178
1671607439978786846,2022-12-21T07:23:59.978786846Z,177
1671607440178430566,2022-12-21T07:24:00.178430566Z,177
1671607440378946976,2022-12-21T07:24:00.378946976Z,177
1671607440578660551,2022-12-21T07:24:00.578660551Z,177
1671607440778640721,2022-12-21T07:24:00.778640721Z,177
1671607440978313277,2022-12-21T07:24:00.978313277Z,178
1671607441178986198,2022-12-21T07:24:01.178986198Z,177
1671607441378505165,2022-12-21T07:24:01.378505165Z,177
1671607441579103335,2022-12-21T07:24:01.579103335Z,177
1671607441778379285,2022-12-21T07:24:01.778379285Z,177
1671607441978759843,2022-12-21T07:24:01.978759843Z,177
1671607442178419780,2022-12-21T07:24:02.178419780Z,177
1671607442378522733,2022-12-21T07:24:02.378522733Z,177
1671607442578364893,2022-12-21T07:24:02.578364893Z,177
1671607442778362475,2022-12-21T07:24:02.778362475Z,178
1671607442978506979,2022-12-21T07:24:02.978506979Z,178
1671607443178628656,2022-12-21T07:24:03.178628656Z,177
1671607443378579660,2022-12-21T07:24:03.378579660Z,178
1671607443578743173,2022-12-21T07:24:03.578743173Z,178
1671607443778679873,2022-12-21T07:24:03.778679873Z,177
1671607443978491465,2022-12-21T07:24:03.978491465Z,177
1671607444178867945,2022-12-21T07:24:04.178867945Z,177
1671607444378152363,2022-12-21T07:24:04.378152363Z,177
1671607444578846690,2022-12-21T07:24:04.578846690Z,177
1671607444778489000,2022-12-21T07:24:04.778489000Z,177
1671607444978534680,2022-12-21T07:24:04.978534680Z,177
1671607445178488416,2022-12-21T07:24:05.178488416Z,177
1671607445378667951,2022-12-21T07:24:05.378667951Z,177
1671607445579054859,2022-12-21T07:24:05.579054859Z,178
1671607445778741176,2022-12-21T07:24:05.778741176Z,177
1671607445978800304,2022-12-21T07:24:05.978800304Z,177
1671607446178971209,2022-12-21T07:24:06.178971209Z,177
1671607446378288257,2022-12-21T07:24:06.378288257Z,177
1671607446579139225,2022-12-21T07:24:06.579139225Z,176
1671607446778705488,2022-12-21T07:24:06.778705488Z,176
1671607446979084722,2022-12-21T07:24:06.979084722Z,176
1671607447178288048,2022-12-21T07:24:07.178288048Z,176
1671607447379354805,2022-12-21T07:24:07.379354805Z,176
1671607447578958050,2022-12-21T07:24:07.578958050Z,177
1671607447778992303,2022-12-21T07:24:07.778992303Z,177
1671607447978426022,2022-12-21T07:24:07.978426022Z,177
1671607448179130603,2022-12-21T07:24:08.179130603Z,177
1671607448379097667,2022-12-21T07:24:08.379097667Z,177
1671607448579060066,2022-12-21T07:24:08.579060066Z,177
1671607448778868734,2022-12-21T07:24:08.778868734Z,177
1671607448978081058,2022-12-21T07:24:08.978081058Z,177
1671607449178643361,2022-12-21T07:24:09.178643361Z,177
1671607449378548314,2022-12-21T07:24:09.378548314Z,177
1671607449578742106,2022-12-21T07:24:09.578742106Z,177
1671607449778864176,2022-12-21T07:24:09.778864176Z,176
1671607449979278674,2022-12-21T07:24:09.979278674Z,177
1671607450178458397,2022-12-21T07:24:10.178458397Z,177
1671607450379309985,2022-12-21T07:24:10.379309985Z,177
1671607450578944984,2022-12-21T07:24:10.578944984Z,176
1671607450778488356,2022-12-21T07:24:10.778488356Z,176
1671607450978349007,2022-12-21T07:24:10.978349007Z,176
1671607451179296622,2022-12-21T07:24:11.179296622Z,177
1671607451378604280,2022-12-21T07:24:11.378604280Z,176
1671607451579272541,2022-12-21T07:24:11.579272541Z,177
1671607451778989661,2022-12-21T07:24:11.778989661Z,177
1671607451979239247,2022-12-21T07:24:11.979239247Z,177
1671607452178807619,2022-12-21T07:24:12.178807619Z,177
1671607452379114238,2022-12-21T07:24:12.379114238Z,177
1671607452579237164,2022-12-21T07:24:12.579237164Z,177
1671607452778821290,2022-12-21T07:24:12.778821290Z,176
1671607452979077678,2022-12-21T07:24:12.979077678Z,176
1671607453178416430,2022-12-21T07:24:13.178416430Z,176
1671607453379264111,2022-12-21T07:24:13.379264111Z,176
1671607453579021437,2022-12-21T07:24:13.579021437Z,176
1671607453779356534,2022-12-21T07:24:13.779356534Z,177
1671607453978599547,2022-12-21T07:24:13.978599547Z,177
1671607454178677150,2022-12-21T07:24:14.178677150Z,177
1671607454379180581,2022-12-21T07:24:14.379180581Z,177
1671607454578835257,2022-12-21T07:24:14.578835257Z,176
1671607454779086991,2022-12-21T07:24:14.779086991Z,177
1671607454978386379,2022-12-21T07:24:14.978386379Z,177
1671607455178624606,2022-12-21T07:24:15.178624606Z,177
1671607455378342777,2022-12-21T07:24:15.378342777Z,177
1671607455578785813,2022-12-21T07:24:15.578785813Z,177
1671607455779289924,2022-12-21T07:24:15.779289924Z,177
1671607455978389468,2022-12-21T07:24:15.978389468Z,177
1671607456179307421,2022-12-21T07:24:16.179307421Z,176
1671607456379257501,2022-12-21T07:24:16.379257501Z,177
1671607456578777434,2022-12-21T07:24:16.578777434Z,177
1671607456778688995,2022-12-21T07:24:16.778688995Z,177
1671607456979115355,2022-12-21T07:24:16.979115355Z,177
1671607457179144980,2022-12-21T07:24:17.179144980Z,177
1671607457378891972,2022-12-21T07:24:17.378891972Z,177
1671607457579352983,2022-12-21T07:24:17.579352983Z,178
1671607457779122734,2022-12-21T07:24:17.779122734Z,178
1671607457978329019,2022-12-21T07:24:17.978329019Z,177
1671607458178262155,2022-12-21T07:24:18.178262155Z,178
1671607458378659048,2022-12-21T07:24:18.378659048Z,178
1671607458578394885,2022-12-21T07:24:18.578394885Z,177
1671607458779296925,2022-12-21T07:24:18.779296925Z,177
1671607458978752481,2022-12-21T07:24:18.978752481Z,177
1671607459178487582,2022-12-21T07:24:19.178487582Z,177
1671607459378288615,2022-12-21T07:24:19.378288615Z,177
1671607459578874729,2022-12-21T07:24:19.578874729Z,177
1671607459779288745,2022-12-21T07:24:19.779288745Z,177
1671607459978841057,2022-12-21T07:24:19.978841057Z,177
1671607460178634796,2022-12-21T07:24:20.178634796Z,177
1671607460378654650,2022-12-21T07:24:20.378654650Z,177
1671607460578882864,2022-12-21T07:24:20.578882864Z,177
1671607460778861882,2022-12-21T07:24:20.778861882Z,177
1671607460979252200,2022-12-21T07:24:20.979252200Z,177
1671607461178822342,2022-12-21T07:24:21.178822342Z,177
